g48.t1	g48.t1	100.00	1246	0	0	1	1246	1	1246	0.0	 2534
g49.t1	g49.t1	100.00	782	0	0	1	782	1	782	0.0	 1630
g49.t1	g1170.t1	30.14	355	169	9	334	631	537	869	1e-41	  163
g50.t1	g50.t1	100.00	689	0	0	1	689	1	689	0.0	 1413
g51.t1	g51.t1	100.00	371	0	0	1	371	1	371	0.0	  780
g52.t1	g52.t1	100.00	143	0	0	1	143	1	143	7e-101	  288
g52.t1	g9508.t1	54.05	37	16	1	55	90	913	949	1e-06	45.8
g53.t1	g53.t1	100.00	336	0	0	1	336	1	336	0.0	  670
g54.t1	g54.t1	100.00	131	0	0	1	131	1	131	7e-93	  267
g54.t1	g3794.t1	49.25	67	28	2	31	96	61	122	1e-08	52.0
g55.t1	g55.t1	100.00	528	0	0	1	528	1	528	0.0	 1098
g55.t1	g2527.t1	51.11	45	18	2	119	163	1145	1185	3e-07	52.4
g56.t1	g56.t1	100.00	146	0	0	1	146	1	146	1e-105	  301
g56.t1	g1884.t1	37.86	140	83	3	4	141	6	143	3e-28	  103
g57.t1	g57.t1	100.00	418	0	0	1	418	1	418	0.0	  870
g58.t1	g58.t1	100.00	1183	0	0	1	1183	1	1183	0.0	 2414
g59.t1	g59.t1	100.00	437	0	0	1	437	1	437	0.0	  890
g60.t1	g60.t1	100.00	78	0	0	1	78	1	78	7e-35	  115
g61.t1	g61.t1	100.00	911	0	0	1	911	1	911	0.0	 1873
g62.t1	g62.t1	100.00	679	0	0	1	679	1	679	0.0	 1406
g62.t1	g2013.t1	39.06	64	33	1	170	233	328	385	9e-07	51.2
g63.t1	g63.t1	100.00	514	0	0	1	514	1	514	0.0	 1073
g63.t1	g3128.t1	84.85	99	2	1	1	86	389	487	2e-45	  169
g63.t1	g3128.t1	84.50	129	15	3	87	210	557	685	9e-40	  152
g64.t1	g64.t1	100.00	706	0	0	1	706	1	706	0.0	 1450
g64.t1	g3952.t1	32.11	190	113	8	14	198	504	682	8e-15	77.4
g65.t1	g65.t1	100.00	367	0	0	1	367	1	367	0.0	  759
g66.t1	g66.t1	100.00	98	0	0	1	98	1	98	2e-69	  205
g67.t1	g67.t1	100.00	208	0	0	1	208	1	208	2e-152	  424
g68.t1	g68.t1	100.00	452	0	0	1	452	1	452	0.0	  927
g69.t1	g69.t1	100.00	305	0	0	1	305	1	305	0.0	  637
g69.t1	g10804.t1	38.68	287	152	9	23	292	17	296	2e-58	  192
g70.t1	g70.t1	100.00	371	0	0	1	371	1	371	0.0	  771
g70.t1	g6569.t1	39.39	99	40	3	12	103	4	89	9e-13	65.1
g71.t1	g71.t1	100.00	1018	0	0	1	1018	1	1018	0.0	 2128
g71.t1	g8426.t1	31.76	148	94	4	226	367	61	207	2e-16	82.8
g72.t1	g72.t1	100.00	253	0	0	1	253	1	253	0.0	  527
g73.t1	g73.t1	100.00	590	0	0	1	590	1	590	0.0	 1216
g74.t1	g74.t1	100.00	325	0	0	1	325	1	325	0.0	  659
g75.t1	g75.t1	100.00	2046	0	0	1	2046	1	2046	0.0	 4227
g75.t1	g5329.t1	31.27	1308	683	41	429	1638	27	1216	3e-154	  526
g76.t1	g76.t1	100.00	476	0	0	1	476	1	476	0.0	  950
g76.t1	g4267.t1	31.63	98	63	1	355	452	558	651	7e-08	53.9
g77.t1	g77.t1	100.00	509	0	0	1	509	1	509	0.0	 1051
g77.t1	g5885.t1	47.67	86	43	1	21	106	238	321	1e-21	97.8
g78.t1	g78.t1	100.00	557	0	0	1	557	1	557	0.0	 1163
g79.t1	g79.t1	100.00	1075	0	0	1	1075	1	1075	0.0	 2241
g79.t1	g6878.t1	43.68	277	137	4	231	504	279	539	1e-61	  229
g80.t1	g80.t1	100.00	301	0	0	1	301	1	301	0.0	  614
g81.t1	g81.t1	100.00	1128	0	0	1	1128	1	1128	0.0	 2335
g81.t1	g3778.t1	31.14	517	280	13	237	749	65	509	9e-57	  210
g82.t1	g82.t1	100.00	625	0	0	1	625	1	625	0.0	 1303
g82.t1	g1665.t1	44.65	318	142	4	40	351	109	398	1e-84	  273
g83.t1	g83.t1	100.00	293	0	0	1	293	1	293	0.0	  613
g84.t1	g84.t1	100.00	179	0	0	1	179	1	179	3e-131	  368
g84.t1	g8706.t1	29.93	147	88	3	30	162	20	165	7e-13	63.2
g85.t1	g85.t1	100.00	627	0	0	1	627	1	627	0.0	 1295
g85.t1	g90.t1	78.01	341	31	5	269	609	146	442	5e-132	  429
g85.t1	g90.t1	56.36	55	24	0	334	388	95	149	3e-11	65.9
g86.t1	g86.t1	100.00	355	0	0	1	355	1	355	0.0	  724
g87.t1	g87.t1	100.00	772	0	0	1	772	1	772	0.0	 1600
g87.t1	g5802.t1	49.04	363	176	7	414	772	41	398	6e-112	  348
g88.t1	g88.t1	100.00	709	0	0	1	709	1	709	0.0	 1461
g88.t1	g5820.t1	40.05	402	225	7	251	647	113	503	2e-84	  278
g89.t1	g89.t1	100.00	431	0	0	1	431	1	431	0.0	  892
g90.t1	g90.t1	100.00	2258	0	0	1	2258	1	2258	0.0	 4720
g90.t1	g85.t1	76.40	339	36	4	146	440	269	607	3e-127	  417
g90.t1	g85.t1	56.36	55	24	0	95	149	334	388	1e-08	58.9
g91.t1	g91.t1	100.00	726	0	0	1	726	1	726	0.0	 1509
g92.t1	g92.t1	100.00	781	0	0	1	781	1	781	0.0	 1618
g92.t1	g1720.t1	42.40	250	134	7	13	256	38	283	2e-43	  161
g92.t1	g1720.t1	36.67	180	91	4	59	234	189	349	2e-21	95.9
g93.t1	g93.t1	100.00	512	0	0	1	512	1	512	0.0	 1045
g93.t1	g507.t1	24.49	196	138	5	34	223	126	317	2e-09	59.3
g94.t1	g94.t1	100.00	258	0	0	1	258	1	258	0.0	  528
g95.t1	g95.t1	100.00	1934	0	0	1	1934	1	1934	0.0	 3923
g95.t1	g2385.t1	29.23	479	268	15	1509	1921	87	560	5e-47	  180
g96.t1	g96.t1	100.00	1242	0	0	1	1242	1	1242	0.0	 2541
g96.t1	g2506.t1	35.83	120	63	5	144	251	86	203	1e-07	54.3
g97.t1	g97.t1	100.00	291	0	0	1	291	1	291	0.0	  604
g97.t1	g5666.t1	63.93	122	36	3	13	132	4	119	5e-40	  145
g97.t1	g5666.t1	32.37	139	46	4	115	213	267	397	9e-12	63.9
g98.t1	g98.t1	100.00	798	0	0	1	798	1	798	0.0	 1656
g98.t1	g6124.t1	40.78	586	262	11	4	533	6	562	7e-132	  419
g98.t1	g6124.t1	43.77	297	106	7	551	798	654	938	2e-55	  205
g99.t1	g99.t1	100.00	1037	0	0	1	1037	1	1037	0.0	 2130
g100.t1	g100.t1	100.00	418	0	0	1	418	1	418	0.0	  870
g101.t1	g101.t1	100.00	79	0	0	1	79	1	79	2e-53	  163
g102.t1	g102.t1	100.00	969	0	0	1	969	1	969	0.0	 2004
g102.t1	g3259.t1	38.24	68	42	0	395	462	6	73	8e-08	55.5
g103.t1	g103.t1	100.00	321	0	0	1	321	1	321	0.0	  644
g104.t1	g104.t1	100.00	647	0	0	1	647	1	647	0.0	 1337
g104.t1	g11510.t1	56.67	120	27	2	123	241	1	96	9e-30	  114
g105.t1	g105.t1	100.00	301	0	0	1	301	1	301	0.0	  622
g106.t1	g106.t1	100.00	568	0	0	1	568	1	568	0.0	 1168
g106.t1	g8771.t1	36.00	125	68	2	359	480	1277	1392	2e-11	66.2
g107.t1	g107.t1	100.00	1783	0	0	1	1783	1	1783	0.0	 3699
g107.t1	g7791.t1	44.83	116	56	1	1482	1597	248	355	7e-26	  112
g108.t1	g108.t1	100.00	212	0	0	1	212	1	212	2e-154	  430
g109.t1	g109.t1	100.00	704	0	0	1	704	1	704	0.0	 1452
g109.t1	g113.t1	86.74	528	62	2	1	528	1	520	0.0	  898
g109.t1	g113.t1	79.21	101	21	0	603	703	505	605	5e-43	  163
g110.t1	g110.t1	100.00	358	0	0	1	358	1	358	0.0	  734
g111.t1	g111.t1	100.00	1584	0	0	1	1584	1	1584	0.0	 3315
g111.t1	g4611.t1	74.45	818	107	10	46	782	531	1327	0.0	 1055
g112.t1	g112.t1	100.00	930	0	0	1	930	1	930	0.0	 1900
g112.t1	g5044.t1	27.47	586	355	20	33	583	186	736	2e-53	  201
g113.t1	g113.t1	100.00	619	0	0	1	619	1	619	0.0	 1272
g113.t1	g109.t1	86.74	528	62	2	1	520	1	528	0.0	  897
g113.t1	g109.t1	79.21	101	21	0	505	605	603	703	5e-43	  163
g114.t1	g114.t1	100.00	1470	0	0	1	1470	1	1470	0.0	 2976
g114.t1	g32.t1	29.13	1490	855	51	31	1398	602	2012	6e-133	  455
g115.t1	g115.t1	100.00	428	0	0	1	428	1	428	0.0	  881
g115.t1	g32.t1	24.79	363	208	14	69	417	188	499	4e-12	67.4
g116.t1	g116.t1	100.00	231	0	0	1	231	1	231	1e-172	  478
g117.t1	g117.t1	100.00	328	0	0	1	328	1	328	0.0	  686
g118.t1	g118.t1	100.00	538	0	0	1	538	1	538	0.0	 1113
g118.t1	g5523.t1	46.00	50	27	0	291	340	12	61	2e-06	48.9
g119.t1	g119.t1	100.00	460	0	0	1	460	1	460	0.0	  957
g119.t1	g3486.t1	41.75	285	135	7	200	457	28	308	2e-60	  202
g120.t1	g120.t1	100.00	457	0	0	1	457	1	457	0.0	  933
g121.t1	g121.t1	100.00	316	0	0	1	316	1	316	0.0	  641
g122.t1	g122.t1	100.00	146	0	0	1	146	1	146	2e-107	  305
g122.t1	g3166.t1	61.90	63	21	1	57	116	117	179	2e-15	72.8
g123.t1	g123.t1	100.00	373	0	0	1	373	1	373	0.0	  777
g123.t1	g2739.t1	26.97	178	107	4	111	267	750	925	2e-08	55.1
g124.t1	g124.t1	100.00	585	0	0	1	585	1	585	0.0	 1212
g125.t1	g125.t1	100.00	941	0	0	1	941	1	941	0.0	 1934
g126.t1	g126.t1	100.00	361	0	0	1	361	1	361	0.0	  743
g126.t1	g4723.t1	28.93	242	135	9	93	319	10	229	4e-16	77.0
g127.t1	g127.t1	100.00	209	0	0	1	209	1	209	1e-151	  422
g128.t1	g128.t1	100.00	156	0	0	1	156	1	156	1e-110	  314
g129.t1	g129.t1	100.00	734	0	0	1	734	1	734	0.0	 1496
g130.t1	g130.t1	100.00	1769	0	0	1	1769	1	1769	0.0	 3632
g131.t1	g131.t1	100.00	558	0	0	1	558	1	558	0.0	 1166
g132.t1	g132.t1	100.00	704	0	0	1	704	1	704	0.0	 1434
g132.t1	g2391.t1	62.89	388	100	5	7	359	13	391	7e-154	  461
g133.t1	g133.t1	100.00	992	0	0	1	992	1	992	0.0	 2018
g133.t1	g1382.t1	48.21	56	29	0	793	848	372	427	1e-11	67.8
g134.t1	g134.t1	100.00	511	0	0	1	511	1	511	0.0	 1028
g135.t1	g135.t1	100.00	515	0	0	1	515	1	515	0.0	 1058
g135.t1	g1364.t1	37.19	484	265	12	25	492	827	1287	2e-92	  307
g135.t1	g1364.t1	49.47	95	44	2	31	124	719	810	2e-22	  100
g135.t1	g1364.t1	41.18	85	45	4	406	488	732	813	1e-12	69.7
g136.t1	g136.t1	100.00	1193	0	0	1	1193	1	1193	0.0	 2480
g136.t1	g5665.t1	40.06	639	308	15	249	838	1323	1935	6e-120	  413
g137.t1	g137.t1	100.00	1203	0	0	1	1203	1	1203	0.0	 2488
g137.t1	g9054.t1	27.37	877	465	22	405	1179	319	1125	1e-81	  291
g137.t1	g9054.t1	52.54	59	27	1	137	195	139	196	5e-13	72.8
g138.t1	g138.t1	100.00	283	0	0	1	283	1	283	0.0	  585
g139.t1	g139.t1	100.00	649	0	0	1	649	1	649	0.0	 1338
g139.t1	g312.t1	27.93	376	209	9	176	535	96	425	3e-29	  122
g140.t1	g140.t1	100.00	159	0	0	1	159	1	159	1e-115	  327
g141.t1	g141.t1	100.00	431	0	0	1	431	1	431	0.0	  882
g141.t1	g9195.t1	49.85	335	164	2	89	422	55	386	2e-109	  331
g142.t1	g142.t1	100.00	218	0	0	1	218	1	218	6e-159	  442
g142.t1	g3397.t1	47.73	44	23	0	11	54	4	47	3e-06	46.2
g143.t1	g143.t1	100.00	439	0	0	1	439	1	439	0.0	  911
g143.t1	g11863.t1	50.28	354	173	2	87	438	1	353	5e-118	  352
g144.t1	g144.t1	100.00	816	0	0	1	816	1	816	0.0	 1689
g144.t1	g3793.t1	50.20	249	56	8	5	187	1136	1382	5e-54	  202
g144.t1	g3793.t1	72.97	74	19	1	185	257	432	505	3e-23	  105
g144.t1	g3793.t1	73.91	69	16	2	514	580	437	505	1e-20	97.1
g145.t1	g145.t1	100.00	1313	0	0	1	1313	1	1313	0.0	 2651
g145.t1	g13056.t1	35.33	167	104	1	826	992	253	415	9e-12	68.2
g146.t1	g146.t1	100.00	103	0	0	1	103	1	103	2e-70	  207
g147.t1	g147.t1	100.00	524	0	0	1	524	1	524	0.0	 1084
g148.t1	g148.t1	100.00	667	0	0	1	667	1	667	0.0	 1374
g148.t1	g7353.t1	22.58	248	178	6	213	455	701	939	2e-06	50.4
g149.t1	g149.t1	100.00	424	0	0	1	424	1	424	0.0	  886
g149.t1	g11790.t1	25.89	112	77	2	14	119	268	379	7e-07	50.1
g150.t1	g150.t1	100.00	495	0	0	1	495	1	495	0.0	 1001
g150.t1	g3740.t1	33.00	100	57	2	28	117	49	148	6e-08	53.9
g151.t1	g151.t1	100.00	276	0	0	1	276	1	276	0.0	  573
g151.t1	g1651.t1	36.71	79	49	1	163	240	6	84	6e-13	62.8
g152.t1	g152.t1	100.00	440	0	0	1	440	1	440	0.0	  909
g153.t1	g153.t1	100.00	675	0	0	1	675	1	675	0.0	 1396
g154.t1	g154.t1	100.00	206	0	0	1	206	1	206	4e-150	  418
g155.t1	g155.t1	100.00	423	0	0	1	423	1	423	0.0	  853
g156.t1	g156.t1	100.00	183	0	0	1	183	1	183	1e-136	  382
g156.t1	g11905.t1	34.32	169	99	6	22	183	50	213	5e-26	  100
g157.t1	g157.t1	100.00	130	0	0	1	130	1	130	4e-91	  262
g157.t1	g7517.t1	32.69	104	65	2	8	110	45	144	7e-13	65.1
g158.t1	g158.t1	100.00	217	0	0	1	217	1	217	9e-163	  451
g158.t1	g4591.t1	32.02	178	90	6	11	176	334	492	5e-19	84.3
g159.t1	g159.t1	100.00	1273	0	0	1	1273	1	1273	0.0	 2630
g159.t1	g2880.t1	41.38	58	32	1	62	119	334	389	7e-09	58.5
g160.t1	g160.t1	100.00	425	0	0	1	425	1	425	0.0	  860
g160.t1	g161.t1	35.91	362	183	5	28	378	327	650	4e-60	  209
g161.t1	g161.t1	100.00	691	0	0	1	691	1	691	0.0	 1435
g161.t1	g160.t1	35.91	362	183	5	327	650	28	378	6e-54	  192
g162.t1	g162.t1	100.00	760	0	0	1	760	1	760	0.0	 1558
g162.t1	g5695.t1	47.29	461	208	7	307	746	161	607	1e-134	  416
g163.t1	g163.t1	100.00	274	0	0	1	274	1	274	0.0	  569
g164.t1	g164.t1	100.00	141	0	0	1	141	1	141	5e-104	  296
g164.t1	g4397.t1	57.14	42	17	1	57	98	84	124	4e-11	56.2
g165.t1	g165.t1	100.00	110	0	0	1	110	1	110	3e-72	  213
g165.t1	g4282.t1	77.59	58	12	1	54	110	1725	1782	5e-15	70.9
g166.t1	g166.t1	100.00	1314	0	0	1	1314	1	1314	0.0	 2717
g167.t1	g167.t1	100.00	779	0	0	1	779	1	779	0.0	 1629
g167.t1	g5732.t1	26.50	615	391	22	186	771	54	636	1e-44	  169
g168.t1	g168.t1	100.00	813	0	0	1	813	1	813	0.0	 1675
g168.t1	g238.t1	28.80	184	120	3	603	782	6	182	8e-10	61.2
g169.t1	g169.t1	100.00	566	0	0	1	566	1	566	0.0	 1185
g169.t1	g1099.t1	24.63	203	124	7	154	346	1013	1196	2e-07	53.1
g170.t1	g170.t1	100.00	259	0	0	1	259	1	259	0.0	  535
g171.t1	g171.t1	100.00	901	0	0	1	901	1	901	0.0	 1874
g172.t1	g172.t1	100.00	313	0	0	1	313	1	313	0.0	  638
g172.t1	g1703.t1	29.46	241	148	8	3	226	119	354	1e-15	75.9
g173.t1	g173.t1	100.00	915	0	0	1	915	1	915	0.0	 1897
g174.t1	g174.t1	100.00	539	0	0	1	539	1	539	0.0	 1113
g175.t1	g175.t1	100.00	902	0	0	1	902	1	902	0.0	 1835
g175.t1	g4218.t1	34.25	146	69	2	307	452	103	221	4e-16	80.1
g176.t1	g176.t1	100.00	310	0	0	1	310	1	310	0.0	  637
g177.t1	g177.t1	100.00	182	0	0	1	182	1	182	2e-135	  379
g177.t1	g4310.t1	36.17	188	98	8	8	175	1399	1584	5e-24	99.8
g178.t1	g178.t1	100.00	893	0	0	1	893	1	893	0.0	 1846
g179.t1	g179.t1	100.00	231	0	0	1	231	1	231	3e-170	  471
g180.t1	g180.t1	100.00	1669	0	0	1	1669	1	1669	0.0	 3455
g180.t1	g5176.t1	26.67	210	146	6	1410	1617	811	1014	2e-13	74.7
g181.t1	g181.t1	100.00	446	0	0	1	446	1	446	0.0	  919
g181.t1	g3297.t1	53.42	73	34	0	12	84	280	352	8e-22	96.7
g182.t1	g182.t1	100.00	754	0	0	1	754	1	754	0.0	 1587
g182.t1	g644.t1	36.11	72	37	3	1	70	1	65	1e-06	50.4
g183.t1	g183.t1	100.00	184	0	0	1	184	1	184	3e-132	  371
g183.t1	g3842.t1	38.16	152	83	5	22	173	3123	3263	4e-22	94.4
g184.t1	g184.t1	100.00	123	0	0	1	123	1	123	1e-87	  253
g185.t1	g185.t1	100.00	485	0	0	1	485	1	485	0.0	 1011
g185.t1	g7088.t1	24.09	303	212	5	170	463	122	415	2e-29	  118
g185.t1	g7088.t1	23.97	242	179	3	166	402	160	401	2e-16	80.5
g185.t1	g7088.t1	22.75	211	156	3	166	369	202	412	2e-14	73.9
g185.t1	g7088.t1	25.46	216	102	6	293	460	119	323	2e-13	70.9
g186.t1	g186.t1	100.00	408	0	0	1	408	1	408	0.0	  851
g187.t1	g187.t1	100.00	199	0	0	1	199	1	199	6e-144	  402
g188.t1	g188.t1	100.00	945	0	0	1	945	1	945	0.0	 1957
g189.t1	g189.t1	100.00	181	0	0	1	181	1	181	3e-133	  374
g190.t1	g190.t1	100.00	319	0	0	1	319	1	319	0.0	  630
g190.t1	g191.t1	40.60	298	140	4	21	287	47	338	4e-27	  108
g191.t1	g191.t1	100.00	397	0	0	1	397	1	397	0.0	  776
g191.t1	g190.t1	37.46	323	160	6	21	338	2	287	1e-25	  104
g192.t1	g192.t1	100.00	1070	0	0	1	1070	1	1070	0.0	 2212
g192.t1	g6889.t1	29.47	475	295	10	602	1055	17	472	3e-52	  192
g193.t1	g193.t1	100.00	670	0	0	1	670	1	670	0.0	 1382
g193.t1	g5350.t1	31.73	271	147	7	44	301	166	411	3e-36	  141
g194.t1	g194.t1	100.00	334	0	0	1	334	1	334	0.0	  691
g194.t1	g5062.t1	33.48	233	137	9	114	333	470	697	2e-31	  124
g195.t1	g195.t1	100.00	247	0	0	1	247	1	247	0.0	  500
g196.t1	g196.t1	100.00	310	0	0	1	310	1	310	0.0	  643
g196.t1	g3991.t1	34.34	297	138	10	29	307	34	291	1e-40	  145
g197.t1	g197.t1	100.00	347	0	0	1	347	1	347	0.0	  708
g198.t1	g198.t1	100.00	172	0	0	1	172	1	172	2e-125	  353
g199.t1	g199.t1	100.00	2029	0	0	1	2029	1	2029	0.0	 3804
g199.t1	g6511.t1	46.76	1375	607	25	737	2025	436	1771	0.0	  746
g199.t1	g6511.t1	42.66	1172	467	33	419	1471	441	1526	2e-115	  405
g199.t1	g6511.t1	43.28	1019	386	27	370	1227	546	1533	8e-94	  337
g199.t1	g6511.t1	40.05	1101	387	33	365	1243	476	1525	3e-87	  317
g199.t1	g6511.t1	41.15	853	341	23	354	1109	728	1516	6e-71	  263
g199.t1	g6511.t1	41.51	754	321	19	352	1008	795	1525	2e-61	  233
g200.t1	g200.t1	100.00	289	0	0	1	289	1	289	0.0	  591
g200.t1	g9464.t1	48.48	66	24	3	49	106	111	174	3e-11	62.8
g201.t1	g201.t1	100.00	564	0	0	1	564	1	564	0.0	 1168
g201.t1	g5949.t1	32.97	91	59	1	14	104	141	229	6e-12	67.0
g202.t1	g202.t1	100.00	96	0	0	1	96	1	96	7e-67	  198
g203.t1	g203.t1	100.00	349	0	0	1	349	1	349	0.0	  719
g204.t1	g204.t1	100.00	226	0	0	1	226	1	226	1e-162	  452
g204.t1	g8743.t1	26.35	148	103	3	6	147	3	150	2e-06	47.0
g205.t1	g205.t1	100.00	576	0	0	1	576	1	576	0.0	 1196
g206.t1	g206.t1	100.00	206	0	0	1	206	1	206	3e-153	  426
g206.t1	g11805.t1	28.57	189	121	4	8	183	48	235	4e-13	67.0
g207.t1	g207.t1	100.00	850	0	0	1	850	1	850	0.0	 1774
g207.t1	g6899.t1	22.54	244	118	5	482	724	378	551	2e-08	56.6
g208.t1	g208.t1	100.00	981	0	0	1	981	1	981	0.0	 2027
g208.t1	g5371.t1	86.52	89	12	0	1	89	1	89	2e-47	  172
g209.t1	g209.t1	100.00	274	0	0	1	274	1	274	0.0	  550
g210.t1	g210.t1	100.00	804	0	0	1	804	1	804	0.0	 1666
g211.t1	g211.t1	100.00	82	0	0	1	82	1	82	3e-52	  160
g212.t1	g212.t1	100.00	142	0	0	1	142	1	142	8e-100	  285
g213.t1	g213.t1	100.00	420	0	0	1	420	1	420	0.0	  872
g213.t1	g11199.t1	80.85	47	9	0	349	395	36	82	2e-18	79.7
g214.t1	g214.t1	100.00	909	0	0	1	909	1	909	0.0	 1852
g215.t1	g215.t1	100.00	265	0	0	1	265	1	265	0.0	  530
g216.t1	g216.t1	100.00	387	0	0	1	387	1	387	0.0	  796
g217.t1	g217.t1	100.00	157	0	0	1	157	1	157	6e-114	  322
g218.t1	g218.t1	100.00	334	0	0	1	334	1	334	0.0	  672
g218.t1	g11770.t1	26.20	313	197	10	29	314	495	800	4e-12	66.6
g219.t1	g219.t1	100.00	1194	0	0	1	1194	1	1194	0.0	 2462
g219.t1	g3435.t1	36.32	190	94	4	246	412	98	283	1e-14	77.8
g220.t1	g220.t1	100.00	445	0	0	1	445	1	445	0.0	  925
g220.t1	g6130.t1	28.18	110	75	3	102	209	304	411	4e-06	47.8
